week_end_date,total_tons,source_url,ingested_at_utc
1997-11-22,1202.0,https://www.ams.usda.gov/sites/default/files/media/GTRFigure10.xlsx,2026-01-22T07:43:15.556494Z
1997-11-29,1170.0,https://www.ams.usda.gov/sites/default/files/media/GTRFigure10.xlsx,2026-01-22T07:43:15.556494Z
1997-12-06,1063.0,https://www.ams.usda.gov/sites/default/files/media/GTRFigure10.xlsx,2026-01-22T07:43:15.556494Z
1997-12-13,815.0,https://www.ams.usda.gov/sites/default/files/media/GTRFigure10.xlsx,2026-01-22T07:43:15.556494Z
1997-12-20,548.0,https://www.ams.usda.gov/sites/default/files/media/GTRFigure10.xlsx,2026-01-22T07:43:15.556494Z
1997-12-27,527.0,https://www.ams.usda.gov/sites/default/files/media/GTRFigure10.xlsx,2026-01-22T07:43:15.556494Z
1998-01-03,380.0,https://www.ams.usda.gov/sites/default/files/media/GTRFigure10.xlsx,2026-01-22T07:43:15.556494Z
1998-01-10,392.0,https://www.ams.usda.gov/sites/default/files/media/GTRFigure10.xlsx,2026-01-22T07:43:15.556494Z
1998-01-17,459.0,https://www.ams.usda.gov/sites/default/files/media/GTRFigure10.xlsx,2026-01-22T07:43:15.556494Z
1998-01-24,527.0,https://www.ams.usda.gov/sites/default/files/media/GTRFigure10.xlsx,2026-01-22T07:43:15.556494Z
1998-01-31,597.0,https://www.ams.usda.gov/sites/default/files/media/GTRFigure10.xlsx,2026-01-22T07:43:15.556494Z
1998-02-07,717.0,https://www.ams.usda.gov/sites/default/files/media/GTRFigure10.xlsx,2026-01-22T07:43:15.556494Z
1998-02-14,498.0,https://www.ams.usda.gov/sites/default/files/media/GTRFigure10.xlsx,2026-01-22T07:43:15.556494Z
1998-02-21,474.0,https://www.ams.usda.gov/sites/default/files/media/GTRFigure10.xlsx,2026-01-22T07:43:15.556494Z
1998-02-28,293.0,https://www.ams.usda.gov/sites/default/files/media/GTRFigure10.xlsx,2026-01-22T07:43:15.556494Z
1998-03-07,629.0,https://www.ams.usda.gov/sites/default/files/media/GTRFigure10.xlsx,2026-01-22T07:43:15.556494Z
1998-03-14,513.0,https://www.ams.usda.gov/sites/default/files/media/GTRFigure10.xlsx,2026-01-22T07:43:15.556494Z
